Report Date,FIPS,Locality,Health District,Health Region,Vaccination Status,Sex,People by vaccination status count
03/17/2021,51121,Montgomery,New River,Southwest,Not Reported,Female,0
03/17/2021,51173,Smyth,Mount Rogers,Southwest,Fully Vaccinated,Not Reported,1
03/17/2021,51191,Washington,Mount Rogers,Southwest,At Least One Dose,Male,6902
03/17/2021,51590,Danville,Pittsylvania-Danville,Southwest,At Least One Dose,Male,3305
03/17/2021,51135,Nottoway,Piedmont,Central,At Least One Dose,Male,1722
03/17/2021,51025,Brunswick,Southside,Central,Fully Vaccinated,Male,550
03/17/2021,51740,Portsmouth,Portsmouth,Eastern,At Least One Dose,Male,4794
03/17/2021,51047,Culpeper,Rappahannock Rapidan,Northwest,Not Reported,Female,0
03/17/2021,51093,Isle of Wight,Western Tidewater,Eastern,At Least One Dose,Male,3715
03/17/2021,51015,Augusta,Central Shenandoah,Northwest,Not Reported,Not Reported,0
03/17/2021,51157,Rappahannock,Rappahannock Rapidan,Northwest,At Least One Dose,Female,1138
03/17/2021,51590,Danville,Pittsylvania-Danville,Southwest,Not Reported,Male,0
03/17/2021,51191,Washington,Mount Rogers,Southwest,Not Reported,Male,0
03/17/2021,51109,Louisa,Blue Ridge,Northwest,Fully Vaccinated,Female,2593
03/17/2021,51678,Lexington,Central Shenandoah,Northwest,Not Reported,Male,0
03/17/2021,51660,Harrisonburg,Central Shenandoah,Northwest,At Least One Dose,Not Reported,154
03/17/2021,51830,Williamsburg,Peninsula,Eastern,At Least One Dose,Female,1759
03/17/2021,51061,Fauquier,Rappahannock Rapidan,Northwest,Not Reported,Male,0
03/17/2021,51800,Suffolk,Western Tidewater,Eastern,Not Reported,Male,0
03/17/2021,51195,Wise,Lenowisco,Southwest,At Least One Dose,Not Reported,3
03/17/2021,51199,York,Peninsula,Eastern,At Least One Dose,Male,6249
03/17/2021,51540,Charlottesville,Blue Ridge,Northwest,Fully Vaccinated,Female,4185
03/17/2021,51125,Nelson,Blue Ridge,Northwest,Fully Vaccinated,Not Reported,78
03/17/2021,51099,King George,Rappahannock,Northwest,Not Reported,Not Reported,0
03/17/2021,51003,Albemarle,Blue Ridge,Northwest,Not Reported,Female,0
03/17/2021,51770,Roanoke City,Roanoke,Southwest,At Least One Dose,Male,8804
03/17/2021,51161,Roanoke County,Alleghany,Southwest,Not Reported,Male,0
03/17/2021,51530,Buena Vista City,Central Shenandoah,Northwest,Fully Vaccinated,Female,343
03/17/2021,51059,Fairfax,Fairfax,Northern,Fully Vaccinated,Not Reported,113
03/17/2021,51169,Scott,Lenowisco,Southwest,Not Reported,Male,0
03/17/2021,51185,Tazewell,Cumberland Plateau,Southwest,At Least One Dose,Female,4591
03/17/2021,51133,Northumberland,Three Rivers,Eastern,Fully Vaccinated,Female,1241
03/17/2021,51195,Wise,Lenowisco,Southwest,Not Reported,Not Reported,0
03/17/2021,51840,Winchester,Lord Fairfax,Northwest,Not Reported,Not Reported,0
03/17/2021,51061,Fauquier,Rappahannock Rapidan,Northwest,At Least One Dose,Male,6076
03/17/2021,51670,Hopewell,Crater,Central,Fully Vaccinated,Not Reported,3
03/17/2021,51193,Westmoreland,Three Rivers,Eastern,Fully Vaccinated,Female,1280
03/17/2021,51840,Winchester,Lord Fairfax,Northwest,Not Reported,Female,0
03/17/2021,51083,Halifax,Southside,Central,Fully Vaccinated,Female,1918
03/17/2021,51680,Lynchburg,Central Virginia,Southwest,Fully Vaccinated,Not Reported,5
03/17/2021,51770,Roanoke City,Roanoke,Southwest,Fully Vaccinated,Female,7946
03/17/2021,51005,Alleghany,Alleghany,Southwest,At Least One Dose,Not Reported,1
03/17/2021,51043,Clarke,Lord Fairfax,Northwest,At Least One Dose,Female,2107
03/17/2021,51199,York,Peninsula,Eastern,Not Reported,Male,0
03/17/2021,51107,Loudoun,Loudoun,Northern,Fully Vaccinated,Not Reported,23
03/17/2021,51045,Craig,Alleghany,Southwest,Not Reported,Not Reported,0
03/17/2021,51145,Powhatan,Chesterfield,Central,At Least One Dose,Male,2648
03/17/2021,51520,Bristol,Mount Rogers,Southwest,Fully Vaccinated,Female,1428
03/17/2021,51580,Covington,Alleghany,Southwest,Fully Vaccinated,Male,173
03/17/2021,51087,Henrico,Henrico,Central,At Least One Dose,Female,46077
03/17/2021,51810,Virginia Beach,Virginia Beach,Eastern,Fully Vaccinated,Female,29051
03/17/2021,51193,Westmoreland,Three Rivers,Eastern,At Least One Dose,Male,1413
03/17/2021,51181,Surry,Crater,Central,At Least One Dose,Not Reported,1
03/17/2021,51193,Westmoreland,Three Rivers,Eastern,Not Reported,Male,0
03/17/2021,51091,Highland,Central Shenandoah,Northwest,At Least One Dose,Female,392
03/17/2021,51043,Clarke,Lord Fairfax,Northwest,Fully Vaccinated,Male,1128
03/17/2021,51145,Powhatan,Chesterfield,Central,At Least One Dose,Not Reported,3
03/17/2021,51057,Essex,Three Rivers,Eastern,Fully Vaccinated,Female,1038
03/17/2021,51700,Newport News,Peninsula,Eastern,At Least One Dose,Not Reported,194
03/17/2021,51051,Dickenson,Cumberland Plateau,Southwest,Fully Vaccinated,Not Reported,1
03/17/2021,51735,Poquoson,Peninsula,Eastern,At Least One Dose,Male,1307
03/17/2021,51810,Virginia Beach,Virginia Beach,Eastern,Not Reported,Male,0
03/17/2021,51520,Bristol,Mount Rogers,Southwest,Not Reported,Male,0
03/17/2021,51181,Surry,Crater,Central,Fully Vaccinated,Male,336
03/17/2021,51163,Rockbridge,Central Shenandoah,Northwest,Not Reported,Female,0
03/17/2021,51720,Norton,Lenowisco,Southwest,Not Reported,Male,0
03/17/2021,51177,Spotsylvania,Rappahannock,Northwest,At Least One Dose,Male,11088
03/17/2021,51141,Patrick,West Piedmont,Southwest,At Least One Dose,Female,1848
03/17/2021,51111,Lunenburg,Piedmont,Central,Not Reported,Not Reported,0
03/17/2021,51107,Loudoun,Loudoun,Northern,At Least One Dose,Female,47005
03/17/2021,51640,Galax,Mount Rogers,Southwest,At Least One Dose,Male,591
03/17/2021,51053,Dinwiddie,Crater,Central,At Least One Dose,Male,1502
03/17/2021,51181,Surry,Crater,Central,Not Reported,Male,0
03/17/2021,51115,Mathews,Three Rivers,Eastern,At Least One Dose,Male,1061
03/17/2021,51700,Newport News,Peninsula,Eastern,Fully Vaccinated,Not Reported,89
03/17/2021,51550,Chesapeake,Chesapeake,Eastern,At Least One Dose,Male,15777
03/17/2021,51177,Spotsylvania,Rappahannock,Northwest,Not Reported,Male,0
03/17/2021,51540,Charlottesville,Blue Ridge,Northwest,Fully Vaccinated,Not Reported,105
03/17/2021,51043,Clarke,Lord Fairfax,Northwest,Not Reported,Male,0
03/17/2021,51730,Petersburg,Crater,Central,At Least One Dose,Not Reported,4
03/17/2021,51191,Washington,Mount Rogers,Southwest,Not Reported,Not Reported,0
03/17/2021,51075,Goochland,Chickahominy,Central,Not Reported,Not Reported,0
03/17/2021,51690,Martinsville,West Piedmont,Southwest,Not Reported,Female,0
03/17/2021,51091,Highland,Central Shenandoah,Northwest,At Least One Dose,Not Reported,0
03/17/2021,51037,Charlotte,Piedmont,Central,Not Reported,Not Reported,0
03/17/2021,51131,Northampton,Eastern Shore,Eastern,Fully Vaccinated,Not Reported,3
03/17/2021,51117,Mecklenburg,Southside,Central,Not Reported,Not Reported,0
03/17/2021,51610,Falls Church,Fairfax,Northern,Not Reported,Male,0
03/17/2021,51171,Shenandoah,Lord Fairfax,Northwest,Not Reported,Female,0
03/17/2021,51013,Arlington,Arlington,Northern,Fully Vaccinated,Male,7835
03/17/2021,51041,Chesterfield,Chesterfield,Central,Not Reported,Male,0
03/17/2021,51013,Arlington,Arlington,Northern,Not Reported,Not Reported,0
03/17/2021,51073,Gloucester,Three Rivers,Eastern,At Least One Dose,Not Reported,34
03/17/2021,51171,Shenandoah,Lord Fairfax,Northwest,At Least One Dose,Female,5958
03/17/2021,51135,Nottoway,Piedmont,Central,At Least One Dose,Not Reported,3
03/17/2021,51153,Prince William,Prince William,Northern,Not Reported,Female,0
03/17/2021,51117,Mecklenburg,Southside,Central,At Least One Dose,Not Reported,14
03/17/2021,51021,Bland,Mount Rogers,Southwest,At Least One Dose,Female,664
03/17/2021,51820,Waynesboro,Central Shenandoah,Northwest,Not Reported,Male,0
03/17/2021,51036,Charles City,Chickahominy,Central,Not Reported,Female,0
03/17/2021,51051,Dickenson,Cumberland Plateau,Southwest,Fully Vaccinated,Male,907
03/17/2021,51035,Carroll,Mount Rogers,Southwest,Not Reported,Female,0
03/17/2021,51079,Greene,Blue Ridge,Northwest,Not Reported,Not Reported,0
03/17/2021,51540,Charlottesville,Blue Ridge,Northwest,At Least One Dose,Male,4625
03/17/2021,51013,Arlington,Arlington,Northern,Not Reported,Female,0
03/17/2021,51610,Falls Church,Fairfax,Northern,At Least One Dose,Male,1140
03/17/2021,51800,Suffolk,Western Tidewater,Eastern,Fully Vaccinated,Male,2882
03/17/2021,51037,Charlotte,Piedmont,Central,Fully Vaccinated,Not Reported,1
03/17/2021,51033,Caroline,Rappahannock,Northwest,Not Reported,Not Reported,0
03/17/2021,51021,Bland,Mount Rogers,Southwest,Not Reported,Not Reported,0
03/17/2021,51735,Poquoson,Peninsula,Eastern,Not Reported,Female,0
03/17/2021,51021,Bland,Mount Rogers,Southwest,Fully Vaccinated,Male,437
03/17/2021,51047,Culpeper,Rappahannock Rapidan,Northwest,At Least One Dose,Male,4246
03/17/2021,51093,Isle of Wight,Western Tidewater,Eastern,Not Reported,Female,0
03/17/2021,51121,Montgomery,New River,Southwest,At Least One Dose,Not Reported,9
03/17/2021,51750,Radford,New River,Southwest,Not Reported,Not Reported,0
03/17/2021,51036,Charles City,Chickahominy,Central,Fully Vaccinated,Male,493
03/17/2021,51690,Martinsville,West Piedmont,Southwest,At Least One Dose,Male,1166
03/17/2021,51035,Carroll,Mount Rogers,Southwest,Fully Vaccinated,Male,1270
03/17/2021,51735,Poquoson,Peninsula,Eastern,At Least One Dose,Not Reported,29
03/17/2021,51580,Covington,Alleghany,Southwest,Not Reported,Female,0
03/17/2021,51037,Charlotte,Piedmont,Central,Not Reported,Male,0
03/17/2021,51097,King and Queen,Three Rivers,Eastern,Not Reported,Not Reported,0
03/17/2021,51683,Manassas City,Prince William,Northern,At Least One Dose,Female,3641
03/17/2021,51021,Bland,Mount Rogers,Southwest,Not Reported,Female,0
03/17/2021,51570,Colonial Heights,Chesterfield,Central,Not Reported,Not Reported,0
03/17/2021,51009,Amherst,Central Virginia,Southwest,At Least One Dose,Female,4194
03/17/2021,51001,Accomack,Eastern Shore,Eastern,At Least One Dose,Not Reported,3
03/17/2021,51167,Russell,Cumberland Plateau,Southwest,At Least One Dose,Female,4070
03/17/2021,51179,Stafford,Rappahannock,Northwest,Not Reported,Male,0
03/17/2021,51730,Petersburg,Crater,Central,Not Reported,Female,0
03/17/2021,51540,Charlottesville,Blue Ridge,Northwest,At Least One Dose,Not Reported,217
03/17/2021,51620,Franklin City,Western Tidewater,Eastern,At Least One Dose,Female,1146
03/17/2021,51683,Manassas City,Prince William,Northern,Fully Vaccinated,Male,1281
03/17/2021,51057,Essex,Three Rivers,Eastern,At Least One Dose,Male,863
03/17/2021,51119,Middlesex,Three Rivers,Eastern,At Least One Dose,Male,1257
03/17/2021,51061,Fauquier,Rappahannock Rapidan,Northwest,Not Reported,Not Reported,0
03/17/2021,51023,Botetourt,Alleghany,Southwest,Fully Vaccinated,Male,2088
03/17/2021,51600,Fairfax City,Fairfax,Northern,At Least One Dose,Not Reported,3
03/17/2021,51019,Bedford,Central Virginia,Southwest,At Least One Dose,Male,7051
03/17/2021,51570,Colonial Heights,Chesterfield,Central,Not Reported,Male,0
03/17/2021,51003,Albemarle,Blue Ridge,Northwest,Fully Vaccinated,Not Reported,322
03/17/2021,51830,Williamsburg,Peninsula,Eastern,Fully Vaccinated,Male,745
03/17/2021,51093,Isle of Wight,Western Tidewater,Eastern,At Least One Dose,Female,5352
03/17/2021,51021,Bland,Mount Rogers,Southwest,At Least One Dose,Not Reported,0
03/17/2021,51047,Culpeper,Rappahannock Rapidan,Northwest,Not Reported,Male,0
03/17/2021,51820,Waynesboro,Central Shenandoah,Northwest,At Least One Dose,Male,2333
03/17/2021,51750,Radford,New River,Southwest,At Least One Dose,Not Reported,2
03/17/2021,51149,Prince George,Crater,Central,At Least One Dose,Female,2987
03/17/2021,51177,Spotsylvania,Rappahannock,Northwest,At Least One Dose,Female,16571
03/17/2021,51710,Norfolk,Norfolk,Eastern,Not Reported,Not Reported,0
03/17/2021,51720,Norton,Lenowisco,Southwest,Not Reported,Female,0
03/17/2021,51141,Patrick,West Piedmont,Southwest,Fully Vaccinated,Not Reported,0
03/17/2021,51133,Northumberland,Three Rivers,Eastern,At Least One Dose,Female,2127
03/17/2021,51163,Rockbridge,Central Shenandoah,Northwest,At Least One Dose,Not Reported,1
03/17/2021,51133,Northumberland,Three Rivers,Eastern,Fully Vaccinated,Not Reported,2
03/17/2021,51143,Pittsylvania,Pittsylvania-Danville,Southwest,At Least One Dose,Male,5450
03/17/2021,51111,Lunenburg,Piedmont,Central,Not Reported,Male,0
03/17/2021,51101,King William,Three Rivers,Eastern,Fully Vaccinated,Not Reported,4
03/17/2021,51107,Loudoun,Loudoun,Northern,Fully Vaccinated,Male,13435
03/17/2021,51103,Lancaster,Three Rivers,Eastern,Fully Vaccinated,Not Reported,1
03/17/2021,51630,Fredericksburg,Rappahannock,Northwest,At Least One Dose,Male,2254
03/17/2021,51121,Montgomery,New River,Southwest,Not Reported,Not Reported,0
03/17/2021,51049,Cumberland,Piedmont,Central,Fully Vaccinated,Male,314
03/17/2021,51043,Clarke,Lord Fairfax,Northwest,Fully Vaccinated,Female,1623
03/17/2021,51063,Floyd,New River,Southwest,Fully Vaccinated,Not Reported,1
03/17/2021,51091,Highland,Central Shenandoah,Northwest,At Least One Dose,Male,314
03/17/2021,51057,Essex,Three Rivers,Eastern,Fully Vaccinated,Male,594
03/17/2021,51595,Emporia,Crater,Central,Not Reported,Not Reported,0
03/17/2021,51735,Poquoson,Peninsula,Eastern,Fully Vaccinated,Male,693
03/17/2021,51015,Augusta,Central Shenandoah,Northwest,Not Reported,Male,0
03/17/2021,51045,Craig,Alleghany,Southwest,At Least One Dose,Male,418
03/17/2021,51133,Northumberland,Three Rivers,Eastern,At Least One Dose,Not Reported,3
03/17/2021,51001,Accomack,Eastern Shore,Eastern,Not Reported,Male,0
03/17/2021,51095,James City,Peninsula,Eastern,Not Reported,Not Reported,0
03/17/2021,51141,Patrick,West Piedmont,Southwest,At Least One Dose,Not Reported,1
03/17/2021,51153,Prince William,Prince William,Northern,At Least One Dose,Female,42959
03/17/2021,51091,Highland,Central Shenandoah,Northwest,Not Reported,Male,0
03/17/2021,51145,Powhatan,Chesterfield,Central,Fully Vaccinated,Not Reported,0
03/17/2021,51730,Petersburg,Crater,Central,Not Reported,Not Reported,0
03/17/2021,51043,Clarke,Lord Fairfax,Northwest,At Least One Dose,Male,1515
03/17/2021,51199,York,Peninsula,Eastern,Not Reported,Female,0
03/17/2021,51720,Norton,Lenowisco,Southwest,Fully Vaccinated,Female,330
03/17/2021,51169,Scott,Lenowisco,Southwest,At Least One Dose,Not Reported,0
03/17/2021,51720,Norton,Lenowisco,Southwest,At Least One Dose,Not Reported,1
03/17/2021,51660,Harrisonburg,Central Shenandoah,Northwest,Fully Vaccinated,Female,3335
03/17/2021,51121,Montgomery,New River,Southwest,Fully Vaccinated,Male,5743
03/17/2021,51069,Frederick,Lord Fairfax,Northwest,Fully Vaccinated,Female,7816
03/17/2021,51147,Prince Edward,Piedmont,Central,Fully Vaccinated,Male,976
03/17/2021,51153,Prince William,Prince William,Northern,Fully Vaccinated,Male,13430
03/17/2021,51169,Scott,Lenowisco,Southwest,Not Reported,Not Reported,0
03/17/2021,51037,Charlotte,Piedmont,Central,At Least One Dose,Not Reported,4
03/17/2021,51720,Norton,Lenowisco,Southwest,At Least One Dose,Male,430
03/17/2021,51035,Carroll,Mount Rogers,Southwest,Not Reported,Not Reported,0
03/17/2021,51009,Amherst,Central Virginia,Southwest,Not Reported,Male,0
03/17/2021,51029,Buckingham,Piedmont,Central,At Least One Dose,Female,1622
03/17/2021,51590,Danville,Pittsylvania-Danville,Southwest,Fully Vaccinated,Female,2932
03/17/2021,51191,Washington,Mount Rogers,Southwest,Fully Vaccinated,Female,5819
03/17/2021,Out-of-State,Out-of-State,Out-of-State,Out-of-State,Not Reported,Male,0
03/17/2021,51053,Dinwiddie,Crater,Central,Not Reported,Not Reported,0
03/17/2021,51035,Carroll,Mount Rogers,Southwest,At Least One Dose,Not Reported,0
03/17/2021,51119,Middlesex,Three Rivers,Eastern,Not Reported,Female,0
03/17/2021,51840,Winchester,Lord Fairfax,Northwest,At Least One Dose,Female,3669
03/17/2021,51149,Prince George,Crater,Central,Not Reported,Male,0
03/17/2021,51009,Amherst,Central Virginia,Southwest,Fully Vaccinated,Female,2177
03/17/2021,51590,Danville,Pittsylvania-Danville,Southwest,At Least One Dose,Female,5371
03/17/2021,51191,Washington,Mount Rogers,Southwest,At Least One Dose,Female,9128
03/17/2021,51001,Accomack,Eastern Shore,Eastern,Fully Vaccinated,Not Reported,2
03/17/2021,51153,Prince William,Prince William,Northern,Not Reported,Male,0
03/17/2021,51171,Shenandoah,Lord Fairfax,Northwest,At Least One Dose,Male,4262
03/17/2021,51163,Rockbridge,Central Shenandoah,Northwest,At Least One Dose,Female,3203
03/17/2021,51119,Middlesex,Three Rivers,Eastern,Fully Vaccinated,Male,710
03/17/2021,51179,Stafford,Rappahannock,Northwest,Fully Vaccinated,Female,10172
03/17/2021,51017,Bath,Central Shenandoah,Northwest,Not Reported,Female,0
03/17/2021,51720,Norton,Lenowisco,Southwest,Fully Vaccinated,Not Reported,0
03/17/2021,51121,Montgomery,New River,Southwest,At Least One Dose,Male,9055
03/17/2021,51101,King William,Three Rivers,Eastern,At Least One Dose,Female,1953
03/17/2021,51700,Newport News,Peninsula,Eastern,At Least One Dose,Female,18478
03/17/2021,51099,King George,Rappahannock,Northwest,At Least One Dose,Not Reported,3
03/17/2021,51119,Middlesex,Three Rivers,Eastern,At Least One Dose,Female,1773
03/17/2021,51023,Botetourt,Alleghany,Southwest,Fully Vaccinated,Female,3178
03/17/2021,51640,Galax,Mount Rogers,Southwest,Fully Vaccinated,Not Reported,0
03/17/2021,51147,Prince Edward,Piedmont,Central,Not Reported,Not Reported,0
03/17/2021,51153,Prince William,Prince William,Northern,At Least One Dose,Not Reported,285
03/17/2021,51159,Richmond County,Three Rivers,Eastern,Not Reported,Not Reported,0
03/17/2021,51830,Williamsburg,Peninsula,Eastern,Not Reported,Female,0
03/17/2021,51197,Wythe,Mount Rogers,Southwest,At Least One Dose,Not Reported,1
03/17/2021,51053,Dinwiddie,Crater,Central,Fully Vaccinated,Male,622
03/17/2021,51143,Pittsylvania,Pittsylvania-Danville,Southwest,Not Reported,Female,0
03/17/2021,51800,Suffolk,Western Tidewater,Eastern,At Least One Dose,Male,6354
03/17/2021,51139,Page,Lord Fairfax,Northwest,At Least One Dose,Female,2680
03/17/2021,51005,Alleghany,Alleghany,Southwest,Not Reported,Not Reported,0
03/17/2021,51700,Newport News,Peninsula,Eastern,Fully Vaccinated,Male,5802
03/17/2021,51101,King William,Three Rivers,Eastern,Fully Vaccinated,Male,453
03/17/2021,51820,Waynesboro,Central Shenandoah,Northwest,Fully Vaccinated,Not Reported,18
03/17/2021,51021,Bland,Mount Rogers,Southwest,Not Reported,Male,0
03/17/2021,51153,Prince William,Prince William,Northern,Not Reported,Not Reported,0
03/17/2021,51159,Richmond County,Three Rivers,Eastern,At Least One Dose,Not Reported,0
03/17/2021,51197,Wythe,Mount Rogers,Southwest,Not Reported,Not Reported,0
03/17/2021,51159,Richmond County,Three Rivers,Eastern,At Least One Dose,Female,1074
03/17/2021,51015,Augusta,Central Shenandoah,Northwest,Fully Vaccinated,Female,7656
03/17/2021,51089,Henry,West Piedmont,Southwest,At Least One Dose,Not Reported,1
03/17/2021,51775,Salem,Alleghany,Southwest,At Least One Dose,Female,4302
03/17/2021,Not Reported,Not Reported,Not Reported,Not Reported,At Least One Dose,Not Reported,7374
03/17/2021,51007,Amelia,Piedmont,Central,Fully Vaccinated,Female,516
03/17/2021,51115,Mathews,Three Rivers,Eastern,Fully Vaccinated,Not Reported,3
03/17/2021,51710,Norfolk,Norfolk,Eastern,At Least One Dose,Not Reported,926
03/17/2021,51183,Sussex,Crater,Central,Fully Vaccinated,Male,598
03/17/2021,51177,Spotsylvania,Rappahannock,Northwest,Fully Vaccinated,Female,10289
